filename,label,skin_0,edge_0,skin_1,edge_1,skin_2,edge_2,skin_3,edge_3,skin_4,edge_4,skin_5,edge_5,skin_6,edge_6,skin_7,edge_7,skin_8,edge_8,skin_9,edge_9,skin_10,edge_10,skin_11,edge_11,skin_12,edge_12,skin_13,edge_13,skin_14,edge_14,skin_15,edge_15,skin_16,edge_16,skin_17,edge_17,hand_center_y,hand_center_x
Am_Am_01_seg6_pt2.jpg,Am,0.085,0.8,0.044,0.8,0.0,0.0,0.066,0.0,0.431,0.8,0.0,0.0,0.785,0.0,0.394,0.0,0.014,0.0,1.0,0.0,0.997,0.0,0.18,0.0,1.0,0.0,1.0,0.0,0.8,0.0,0.505,0.0,0.504,0.0,0.314,0.0,3.72,2.17
Am_Am_01_seg6_pt3.jpg,Am,0.059,0.8,0.001,0.0,0.0,0.0,0.034,0.0,0.382,0.8,0.0,0.0,0.754,0.0,0.422,0.0,0.015,0.0,1.0,0.0,0.999,0.0,0.189,0.0,1.0,0.0,1.0,0.0,0.801,0.0,0.506,0.0,0.506,0.0,0.314,0.0,3.72,2.17
Am_Am_02_seg1_pt1.jpg,Am,0.009,0.0,0.002,0.0,0.0,0.0,0.093,0.0,0.343,0.0,0.0,0.0,0.817,0.0,0.358,0.0,0.002,0.0,1.0,0.0,0.989,0.0,0.178,0.0,1.0,0.0,1.0,0.0,0.758,0.0,0.506,0.0,0.504,0.0,0.286,0.0,3.72,2.17
Am_Am_02_seg1_pt2.jpg,Am,0.031,0.0,0.019,0.0,0.0,0.0,0.138,0.8,0.458,0.0,0.0,0.0,0.799,0.0,0.345,0.0,0.008,0.0,1.0,0.0,0.997,0.0,0.184,0.0,1.0,0.0,1.0,0.0,0.787,0.0,0.508,0.0,0.506,0.0,0.298,0.0,3.51,1.54
Am_Am_02_seg1_pt3.jpg,Am,0.015,0.0,0.102,0.0,0.074,0.8,0.083,0.0,0.206,0.8,0.068,0.0,0.494,0.0,0.695,0.0,0.053,0.0,0.779,0.8,0.33,0.0,0.063,0.0,1.0,0.0,0.997,0.8,0.236,0.0,0.51,0.0,0.511,0.0,0.009,0.0,3.24,0.73
Am_Am_02_seg3_pt1.jpg,Am,0.083,0.0,0.229,0.8,0.137,0.8,0.089,0.0,0.244,0.8,0.051,0.0,0.458,0.0,0.834,0.0,0.068,0.0,0.847,0.8,0.412,0.0,0.123,0.0,1.0,0.0,1.0,0.8,0.286,0.0,0.508,0.0,0.509,0.0,0.074,0.0,3.08,0.23
Am_Am_02_seg3_pt2.jpg,Am,0.106,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.615,0.0,0.638,0.0,0.0,0.0,1.0,0.0,0.486,0.8,0.599,0.0,1.0,0.0,0.997,0.0,0.942,0.0,0.505,0.0,0.506,0.0,0.491,0.0,3.44,1.31
Am_Am_02_seg3_pt3.jpg,Am,0.101,0.8,0.249,0.8,0.135,0.8,0.113,0.0,0.193,0.8,0.07,0.0,0.427,0.0,0.844,0.0,0.058,0.0,0.806,0.8,0.421,0.0,0.119,0.0,1.0,0.0,0.913,0.8,0.392,0.0,0.51,0.0,0.507,0.0,0.049,0.0,2.73,2.2
Am_Am_02_seg5_pt1.jpg,Am,0.124,0.8,0.2,0.8,0.139,0.8,0.085,0.0,0.422,0.8,0.029,0.0,0.441,0.0,0.791,0.0,0.029,0.0,0.971,0.0,0.482,0.0,0.266,0.0,1.0,0.0,0.876,0.8,0.537,0.0,0.508,0.0,0.508,0.0,0.322,0.0,3.04,0.13
Am_Am_02_seg5_pt2.jpg,Am,0.019,0.0,0.0,0.0,0.0,0.0,0.043,0.0,0.452,0.8,0.0,0.0,0.703,0.8,0.523,0.0,0.011,0.0,1.0,0.0,0.926,0.8,0.418,0.0,1.0,0.0,1.0,0.0,0.887,0.0,0.505,0.0,0.505,0.0,0.392,0.0,3.72,2.17
Am_Am_02_seg5_pt3.jpg,Am,0.076,0.8,0.054,0.0,0.0,0.0,0.171,0.8,0.514,0.8,0.0,0.0,0.801,0.0,0.51,0.0,0.004,0.0,1.0,0.0,0.987,0.0,0.4,0.0,1.0,0.0,1.0,0.0,0.854,0.0,0.508,0.0,0.506,0.0,0.38,0.0,3.51,1.54
Am_Am_03_seg1_pt1.jpg,Am,0.036,0.0,0.041,0.8,0.035,0.0,0.091,0.8,0.563,0.8,0.0,0.0,0.759,0.8,0.53,0.0,0.014,0.0,1.0,0.0,0.997,0.8,0.396,0.0,1.0,0.0,1.0,0.0,0.836,0.0,0.509,0.0,0.505,0.0,0.372,0.0,3.72,2.17
Am_Am_03_seg1_pt2.jpg,Am,0.154,0.8,0.264,0.0,0.12,0.8,0.065,0.0,0.229,0.8,0.033,0.0,0.469,0.0,0.759,0.0,0.009,0.0,0.957,0.0,0.485,0.8,0.319,0.0,1.0,0.0,0.999,0.8,0.392,0.0,0.508,0.0,0.507,0.0,0.242,0.0,3.04,0.13
Am_Am_03_seg1_pt3.jpg,Am,0.044,0.8,0.207,0.0,0.107,0.0,0.127,0.0,0.232,0.8,0.039,0.0,0.497,0.0,0.76,0.0,0.021,0.0,0.95,0.0,0.411,0.0,0.2,0.0,1.0,0.0,0.981,0.8,0.41,0.0,0.512,0.0,0.509,0.0,0.157,0.0,3.11,0.33
Am_Am_03_seg3_pt1.jpg,Am,0.001,0.0,0.0,0.0,0.0,0.0,0.032,0.8,0.468,0.8,0.0,0.0,0.669,0.8,0.477,0.0,0.058,0.0,1.0,0.0,0.978,0.8,0.367,0.0,1.0,0.0,1.0,0.0,0.912,0.0,0.505,0.0,0.504,0.0,0.399,0.0,3.72,2.17
Am_Am_03_seg3_pt2.jpg,Am,0.116,0.8,0.255,0.8,0.107,0.0,0.096,0.0,0.207,0.8,0.034,0.0,0.468,0.0,0.72,0.0,0.046,0.0,0.841,0.8,0.467,0.8,0.296,0.0,1.0,0.0,1.0,0.0,0.272,0.0,0.505,0.0,0.503,0.0,0.229,0.0,3.04,0.13
Am_Am_03_seg3_pt3.jpg,Am,0.128,0.8,0.231,0.0,0.11,0.8,0.107,0.0,0.209,0.8,0.011,0.0,0.434,0.0,0.749,0.0,0.06,0.0,0.762,0.8,0.377,0.0,0.063,0.0,1.0,0.0,0.979,0.8,0.356,0.0,0.516,0.0,0.513,0.0,0.046,0.0,2.67,2.0
Am_Am_03_seg5_pt1.jpg,Am,0.086,0.8,0.137,0.8,0.08,0.8,0.097,0.0,0.231,0.8,0.029,0.0,0.579,0.0,0.593,0.0,0.043,0.0,0.888,0.8,0.292,0.0,0.101,0.0,1.0,0.0,0.983,0.8,0.27,0.0,0.512,0.0,0.507,0.0,0.097,0.0,3.28,0.83
Am_Am_03_seg5_pt2.jpg,Am,0.113,0.0,0.313,0.0,0.148,0.0,0.066,0.0,0.191,0.8,0.037,0.0,0.53,0.0,0.616,0.0,0.051,0.0,0.828,0.0,0.298,0.0,0.084,0.0,1.0,0.0,0.941,0.8,0.283,0.0,0.509,0.0,0.506,0.0,0.067,0.0,2.79,2.38
Am_Am_03_seg5_pt3.jpg,Am,0.07,0.8,0.159,0.0,0.096,0.8,0.113,0.0,0.261,0.8,0.045,0.0,0.551,0.0,0.606,0.0,0.045,0.0,0.843,0.8,0.287,0.0,0.093,0.0,1.0,0.0,0.947,0.8,0.282,0.0,0.512,0.0,0.511,0.0,0.088,0.0,3.06,0.17
Am_Am_04_seg1_pt1.jpg,Am,0.061,0.0,0.142,0.8,0.044,0.0,0.089,0.0,0.23,0.8,0.043,0.0,0.551,0.0,0.602,0.0,0.041,0.0,0.827,0.8,0.288,0.0,0.076,0.0,1.0,0.0,0.939,0.8,0.291,0.0,0.511,0.0,0.512,0.0,0.083,0.0,3.24,0.73
Am_Am_04_seg1_pt2.jpg,Am,0.073,0.8,0.193,0.8,0.091,0.0,0.106,0.0,0.278,0.8,0.047,0.0,0.614,0.0,0.554,0.0,0.067,0.0,0.908,0.8,0.238,0.0,0.112,0.0,1.0,0.0,0.963,0.8,0.234,0.0,0.508,0.0,0.51,0.0,0.126,0.0,3.29,0.86
Am_Am_04_seg1_pt3.jpg,Am,0.001,0.0,0.01,0.0,0.001,0.0,0.013,0.0,0.288,0.0,0.0,0.0,0.742,0.0,0.361,0.0,0.0,0.0,1.0,0.0,0.973,0.8,0.269,0.0,1.0,0.0,1.0,0.0,0.734,0.0,0.507,0.0,0.506,0.0,0.387,0.0,3.72,2.17
Am_Am_04_seg3_pt1.jpg,Am,0.115,0.8,0.246,0.0,0.1,0.0,0.114,0.0,0.257,0.8,0.041,0.0,0.561,0.0,0.642,0.0,0.036,0.0,0.928,0.0,0.373,0.8,0.201,0.0,1.0,0.0,0.972,0.8,0.31,0.0,0.513,0.0,0.51,0.0,0.202,0.0,3.07,0.2
Am_Am_04_seg3_pt2.jpg,Am,0.039,0.8,0.017,0.0,0.0,0.0,0.046,0.0,0.247,0.8,0.0,0.0,0.833,0.8,0.327,0.0,0.039,0.0,1.0,0.0,0.993,0.0,0.246,0.0,1.0,0.0,1.0,0.0,0.819,0.0,0.508,0.0,0.506,0.0,0.301,0.0,3.72,2.17
Am_Am_04_seg3_pt3.jpg,Am,0.016,0.8,0.01,0.0,0.0,0.0,0.0,0.0,0.202,0.8,0.0,0.0,0.711,0.0,0.424,0.0,0.035,0.0,1.0,0.0,1.0,0.0,0.197,0.0,1.0,0.0,1.0,0.0,0.814,0.0,0.509,0.0,0.509,0.0,0.336,0.0,3.72,2.17
Am_Am_04_seg5_pt1.jpg,Am,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.8,0.71,0.0,0.007,0.0,0.686,0.8,0.496,0.0,0.0,0.0,1.0,0.0,0.911,0.8,0.511,0.0,1.0,0.0,1.0,0.0,0.957,0.0,0.507,0.0,0.504,0.0,0.478,0.0,3.72,2.17
Am_Am_04_seg5_pt2.jpg,Am,0.09,0.0,0.005,0.0,0.0,0.0,0.017,0.0,0.554,0.8,0.0,0.0,0.64,0.8,0.509,0.0,0.0,0.0,1.0,0.0,0.846,0.8,0.495,0.0,1.0,0.0,1.0,0.0,0.938,0.0,0.51,0.0,0.508,0.0,0.473,0.0,3.72,2.17
Am_Am_04_seg5_pt3.jpg,Am,0.138,0.8,0.233,0.8,0.16,0.8,0.055,0.0,0.284,0.8,0.102,0.0,0.325,0.0,0.782,0.0,0.056,0.0,0.702,0.8,0.495,0.0,0.05,0.0,0.974,0.0,0.724,0.8,0.535,0.0,0.51,0.0,0.506,0.0,0.171,0.0,2.91,2.73
Am_Am_04_seg7_pt1.jpg,Am,0.104,0.8,0.233,0.8,0.091,0.8,0.089,0.0,0.259,0.8,0.027,0.0,0.332,0.0,0.798,0.0,0.042,0.0,0.769,0.0,0.576,0.0,0.128,0.0,0.982,0.0,0.72,0.8,0.659,0.0,0.507,0.0,0.504,0.0,0.347,0.0,3.21,0.64
Am_Am_04_seg7_pt2.jpg,Am,0.0,0.0,0.002,0.0,0.0,0.0,0.039,0.8,0.65,0.8,0.002,0.0,0.667,0.8,0.588,0.0,0.0,0.0,0.999,0.0,0.889,0.8,0.634,0.0,1.0,0.0,1.0,0.0,0.98,0.0,0.506,0.0,0.505,0.0,0.506,0.0,3.72,2.17
Am_Am_04_seg7_pt3.jpg,Am,0.507,0.0,0.508,0.0,0.438,0.0,0.992,0.0,0.925,0.8,0.618,0.0,0.804,0.0,0.554,0.0,0.425,0.0,0.367,0.0,0.782,0.0,0.037,0.0,0.09,0.0,0.488,0.8,0.018,0.0,0.056,0.0,0.198,0.0,0.087,0.0,2.15,0.46
Am_Am_05_seg1_pt1.jpg,Am,0.017,0.8,0.039,0.0,0.003,0.0,0.061,0.8,0.517,0.8,0.0,0.0,0.727,0.8,0.471,0.0,0.002,0.0,1.0,0.0,0.949,0.8,0.482,0.0,1.0,0.0,1.0,0.0,0.939,0.0,0.507,0.0,0.506,0.0,0.485,0.0,3.72,2.17
Am_Am_05_seg1_pt2.jpg,Am,0.079,0.0,0.039,0.0,0.0,0.0,0.002,0.0,0.314,0.8,0.0,0.0,0.629,0.8,0.523,0.0,0.0,0.0,1.0,0.0,0.895,0.8,0.511,0.0,1.0,0.0,1.0,0.0,0.959,0.0,0.505,0.0,0.504,0.0,0.487,0.0,3.72,2.17
Am_Am_05_seg1_pt3.jpg,Am,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.8,0.0,0.0,0.615,0.8,0.555,0.0,0.0,0.0,0.999,0.0,0.879,0.8,0.502,0.0,1.0,0.0,1.0,0.0,0.951,0.0,0.508,0.0,0.507,0.0,0.495,0.0,3.72,2.17
Am_Am_05_seg3_pt1.jpg,Am,0.149,0.0,0.264,0.0,0.039,0.0,0.058,0.0,0.141,0.8,0.026,0.0,0.147,0.8,0.846,0.0,0.047,0.0,0.456,0.0,0.601,0.0,0.137,0.0,0.799,0.0,0.84,0.8,0.59,0.0,0.494,0.0,0.505,0.0,0.282,0.0,3.21,0.64
Am_Am_05_seg3_pt2.jpg,Am,0.146,0.0,0.226,0.0,0.043,0.0,0.049,0.0,0.158,0.8,0.017,0.0,0.167,0.0,0.839,0.0,0.044,0.0,0.484,0.0,0.593,0.0,0.168,0.0,0.815,0.0,0.891,0.8,0.583,0.0,0.498,0.0,0.512,0.0,0.3,0.0,3.21,0.64
Am_Am_05_seg3_pt3.jpg,Am,0.144,0.0,0.206,0.0,0.09,0.0,0.06,0.0,0.183,0.8,0.025,0.0,0.147,0.8,0.827,0.0,0.038,0.0,0.468,0.0,0.613,0.0,0.298,0.0,0.801,0.0,0.942,0.8,0.585,0.0,0.493,0.0,0.506,0.0,0.397,0.0,3.21,0.64
Am_Am_05_seg5_pt1.jpg,Am,0.044,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.559,0.0,0.564,0.0,0.019,0.0,1.0,0.0,1.0,0.8,0.239,0.0,1.0,0.0,1.0,0.0,0.906,0.0,0.504,0.0,0.502,0.0,0.375,0.0,3.72,2.17
Am_Am_05_seg5_pt2.jpg,Am,0.195,0.8,0.301,0.8,0.108,0.0,0.083,0.0,0.225,0.8,0.069,0.0,0.365,0.8,0.756,0.0,0.066,0.0,0.765,0.8,0.409,0.0,0.045,0.0,1.0,0.0,1.0,0.8,0.287,0.0,0.507,0.0,0.507,0.0,0.021,0.0,2.79,2.38
Am_Am_05_seg5_pt3.jpg,Am,0.069,0.0,0.008,0.0,0.0,0.0,0.03,0.8,0.251,0.8,0.0,0.0,0.912,0.0,0.567,0.8,0.058,0.0,1.0,0.0,1.0,0.0,0.072,0.0,1.0,0.8,0.999,0.0,0.945,0.0,0.51,0.0,0.509,0.0,0.296,0.0,3.73,2.18
Am_Am_06_seg1_pt1.jpg,Am,0.169,0.8,0.227,0.8,0.114,0.0,0.09,0.0,0.138,0.8,0.056,0.0,0.364,0.0,0.903,0.0,0.058,0.0,0.839,0.0,0.467,0.0,0.314,0.0,1.0,0.0,0.77,0.8,0.528,0.0,0.512,0.0,0.511,0.0,0.221,0.0,3.04,0.13
Am_Am_06_seg1_pt2.jpg,Am,0.056,0.8,0.171,0.8,0.107,0.8,0.089,0.0,0.24,0.8,0.076,0.0,0.323,0.0,0.911,0.0,0.071,0.0,0.76,0.8,0.573,0.0,0.043,0.0,1.0,0.0,0.657,0.8,0.552,0.0,0.507,0.0,0.466,0.0,0.137,0.0,3.23,0.69
Am_Am_06_seg1_pt3.jpg,Am,0.136,0.8,0.204,0.0,0.152,0.8,0.047,0.0,0.22,0.8,0.08,0.0,0.284,0.0,0.932,0.0,0.056,0.0,0.703,0.8,0.597,0.0,0.065,0.0,0.987,0.0,0.682,0.8,0.563,0.0,0.506,0.0,0.472,0.0,0.134,0.0,3.0,0.0
Am_Am_06_seg3_pt1.jpg,Am,0.129,0.8,0.242,0.8,0.113,0.8,0.08,0.0,0.23,0.8,0.031,0.0,0.324,0.0,0.844,0.0,0.02,0.0,0.756,0.8,0.535,0.0,0.0,0.0,0.996,0.0,0.581,0.8,0.665,0.0,0.51,0.0,0.49,0.8,0.249,0.0,3.0,0.0
Am_Am_06_seg3_pt2.jpg,Am,0.093,0.8,0.254,0.8,0.109,0.0,0.071,0.0,0.16,0.8,0.018,0.0,0.357,0.0,0.791,0.0,0.024,0.0,0.769,0.0,0.513,0.0,0.338,0.0,0.994,0.0,0.851,0.8,0.575,0.0,0.508,0.0,0.505,0.0,0.342,0.0,3.26,0.79
Am_Am_06_seg3_pt3.jpg,Am,0.025,0.8,0.003,0.0,0.0,0.0,0.0,0.0,0.371,0.8,0.0,0.0,0.549,0.0,0.58,0.0,0.0,0.0,0.995,0.0,0.746,0.8,0.589,0.0,1.0,0.0,1.0,0.0,0.952,0.0,0.508,0.0,0.507,0.0,0.502,0.0,3.72,2.17
Am_Am_07_seg1_pt1.jpg,Am,0.192,0.8,0.28,0.8,0.132,0.8,0.075,0.0,0.202,0.8,0.033,0.0,0.389,0.0,0.796,0.0,0.055,0.0,0.792,0.0,0.473,0.0,0.328,0.8,0.999,0.0,0.778,0.8,0.592,0.0,0.509,0.0,0.51,0.0,0.352,0.0,3.04,0.13
Am_Am_07_seg1_pt2.jpg,Am,0.144,0.8,0.307,0.8,0.114,0.8,0.073,0.0,0.224,0.8,0.047,0.0,0.382,0.0,0.796,0.0,0.044,0.0,0.772,0.0,0.466,0.0,0.318,0.0,0.998,0.0,0.77,0.8,0.584,0.0,0.508,0.0,0.508,0.0,0.349,0.0,3.04,0.13
Am_Am_07_seg1_pt3.jpg,Am,0.152,0.8,0.254,0.0,0.149,0.8,0.092,0.0,0.264,0.8,0.078,0.0,0.379,0.0,0.822,0.0,0.063,0.0,0.753,0.8,0.477,0.0,0.0,0.0,0.997,0.0,0.683,0.8,0.597,0.0,0.506,0.0,0.509,0.0,0.188,0.0,3.0,0.0
Am_Am_07_seg3_pt1.jpg,Am,0.03,0.0,0.01,0.0,0.0,0.0,0.003,0.0,0.557,0.8,0.011,0.0,0.493,0.0,0.606,0.0,0.0,0.0,0.973,0.0,0.78,0.8,0.621,0.0,1.0,0.0,1.0,0.0,0.962,0.0,0.509,0.0,0.508,0.0,0.499,0.0,3.72,2.17
Am_Am_07_seg3_pt2.jpg,Am,0.509,0.0,0.507,0.0,0.392,0.0,1.0,0.0,0.809,0.8,0.588,0.0,0.8,0.0,0.48,0.0,0.379,0.8,0.394,0.0,0.767,0.0,0.056,0.0,0.101,0.0,0.234,0.8,0.044,0.0,0.087,0.0,0.273,0.8,0.107,0.0,2.51,1.53
Am_Am_07_seg3_pt3.jpg,Am,0.089,0.8,0.239,0.8,0.118,0.8,0.116,0.0,0.241,0.8,0.045,0.0,0.405,0.0,0.782,0.0,0.058,0.0,0.794,0.0,0.462,0.0,0.217,0.0,1.0,0.0,0.73,0.8,0.59,0.0,0.513,0.0,0.512,0.0,0.26,0.0,3.11,0.33
Am_Am_07_seg5_pt1.jpg,Am,0.061,0.0,0.221,0.0,0.112,0.0,0.0,0.0,0.296,0.8,0.048,0.0,0.529,0.0,0.702,0.0,0.028,0.0,0.985,0.0,0.396,0.0,0.0,0.0,1.0,0.0,0.359,0.0,0.553,0.0,0.518,0.0,0.516,0.0,0.256,0.0,3.23,0.69
Am_Am_07_seg5_pt2.jpg,Am,0.102,0.0,0.195,0.0,0.128,0.0,0.0,0.0,0.243,0.8,0.06,0.0,0.501,0.0,0.706,0.0,0.048,0.0,0.961,0.0,0.409,0.0,0.0,0.0,1.0,0.0,0.373,0.0,0.541,0.0,0.521,0.0,0.525,0.0,0.264,0.0,3.0,0.0
Am_Am_07_seg5_pt3.jpg,Am,0.217,0.8,0.269,0.8,0.094,0.8,0.059,0.0,0.204,0.8,0.025,0.0,0.392,0.8,0.714,0.0,0.029,0.0,0.784,0.8,0.426,0.0,0.011,0.0,1.0,0.0,0.403,0.0,0.578,0.0,0.511,0.0,0.415,0.8,0.22,0.0,3.18,0.54
Am_Am_07_seg7_pt1.jpg,Am,0.174,0.8,0.28,0.8,0.143,0.8,0.095,0.0,0.314,0.8,0.075,0.0,0.198,0.8,0.947,0.0,0.056,0.0,0.848,0.0,0.724,0.0,0.003,0.0,1.0,0.0,0.728,0.0,0.711,0.0,0.516,0.0,0.513,0.0,0.328,0.0,3.0,0.0
Am_Am_07_seg7_pt2.jpg,Am,0.208,0.8,0.373,0.8,0.186,0.0,0.094,0.0,0.567,0.8,0.095,0.0,0.328,0.0,0.886,0.0,0.051,0.0,0.817,0.0,0.596,0.0,0.146,0.0,0.999,0.0,0.707,0.8,0.709,0.0,0.502,0.0,0.504,0.0,0.327,0.0,3.04,0.13
Am_Am_07_seg7_pt3.jpg,Am,0.136,0.8,0.352,0.8,0.143,0.0,0.102,0.0,0.516,0.8,0.055,0.0,0.354,0.0,0.877,0.0,0.068,0.0,0.835,0.0,0.554,0.0,0.286,0.8,1.0,0.0,0.713,0.8,0.687,0.0,0.51,0.0,0.509,0.0,0.425,0.0,2.92,2.75
Am_Am_08_seg1_pt1.jpg,Am,0.07,0.8,0.22,0.8,0.118,0.8,0.089,0.0,0.275,0.8,0.095,0.0,0.304,0.0,0.891,0.0,0.063,0.0,0.722,0.8,0.588,0.0,0.036,0.0,0.972,0.0,0.606,0.8,0.672,0.0,0.504,0.0,0.497,0.0,0.282,0.0,3.23,0.69
Am_Am_08_seg1_pt2.jpg,Am,0.1,0.0,0.133,0.0,0.077,0.0,0.044,0.0,0.146,0.0,0.051,0.0,0.24,0.8,0.889,0.0,0.054,0.0,0.569,0.8,0.664,0.0,0.0,0.0,0.819,0.0,0.62,0.0,0.717,0.0,0.498,0.0,0.498,0.0,0.335,0.0,3.44,1.33
Am_Am_08_seg1_pt3.jpg,Am,0.029,0.0,0.212,0.8,0.348,0.8,0.049,0.8,0.195,0.8,0.17,0.0,0.275,0.8,0.911,0.0,0.145,0.0,0.695,0.8,0.65,0.0,0.152,0.0,0.99,0.0,0.751,0.8,0.516,0.0,0.511,0.0,0.511,0.0,0.12,0.0,3.12,0.38
Am_Am_08_seg3_pt1.jpg,Am,0.0,0.0,0.0,0.0,0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.8,0.098,0.0,0.287,0.8,0.877,0.8,0.262,0.8,0.587,0.8,0.757,0.0,0.027,0.0,0.483,0.0,0.28,0.8,0.122,0.0,3.89,2.67
Am_Am_08_seg3_pt2.jpg,Am,0.196,0.8,0.259,0.8,0.23,0.8,0.003,0.0,0.158,0.8,0.251,0.8,0.38,0.8,0.832,0.8,0.269,0.8,0.794,0.8,0.647,0.0,0.1,0.0,1.0,0.0,0.861,0.8,0.358,0.0,0.509,0.0,0.498,0.0,0.062,0.0,2.71,2.13
Am_Am_08_seg3_pt3.jpg,Am,0.214,0.8,0.314,0.8,0.275,0.8,0.001,0.0,0.163,0.8,0.198,0.8,0.363,0.8,0.8,0.8,0.206,0.0,0.799,0.8,0.598,0.0,0.133,0.0,1.0,0.0,0.852,0.8,0.336,0.0,0.511,0.0,0.496,0.0,0.058,0.0,2.77,2.31
Am_Am_08_seg5_pt1.jpg,Am,0.165,0.8,0.288,0.8,0.258,0.8,0.0,0.0,0.293,0.8,0.202,0.8,0.265,0.8,0.84,0.0,0.249,0.8,0.667,0.8,0.688,0.0,0.011,0.0,0.911,0.0,0.683,0.0,0.698,0.0,0.513,0.0,0.448,0.0,0.377,0.0,2.9,2.69
Am_Am_08_seg5_pt2.jpg,Am,0.178,0.0,0.294,0.8,0.277,0.8,0.0,0.0,0.196,0.8,0.206,0.8,0.059,0.8,0.998,0.0,0.239,0.0,0.756,0.0,0.833,0.0,0.005,0.0,0.97,0.0,0.744,0.0,0.706,0.0,0.51,0.0,0.473,0.0,0.306,0.0,2.96,2.87
